text
"MOVES:
(0, 0, O)
(0, 1, X)
(2, 1, O)
(2, 2, X)
(0, 2, O)
(2, 0, X)
(1, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(0, 0, X)
(0, 1, O)
(1, 1, X)
(1, 2, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 0, X)
(1, 1, O)
(2, 1, X)
(0, 2, O)
(2, 0, X)
(0, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(0, 2, X)
(2, 0, O)
(0, 0, X)
(1, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(0, 2, X)
(0, 1, O)
(0, 0, X)
(1, 1, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(2, 2, X)
(0, 1, O)
(0, 2, X)
(2, 1, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(0, 2, X)
(2, 0, O)
(0, 1, X)
(1, 0, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 2, X)
(1, 1, O)
(2, 0, X)
(0, 0, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(1, 2, X)
(1, 0, O)
(2, 2, X)
(0, 2, O)
(2, 0, X)
(0, 0, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(2, 1, X)
(1, 1, O)
(1, 2, X)
(2, 2, O)
(0, 0, X)
(0, 1, O)
(1, 0, X)
(0, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(0, 1, X)
(0, 2, O)
(1, 2, X)
(1, 0, O)
(2, 0, X)
(1, 1, O)
(0, 0, X)
(2, 1, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(1, 1, O)
(0, 2, X)
(2, 0, O)
(2, 1, X)
(0, 1, O)
(0, 0, X)
(1, 2, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(0, 2, X)
(1, 1, O)
(2, 1, X)
(0, 1, O)
(2, 2, X)
(1, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(0, 0, X)
(0, 1, O)
(2, 0, X)
(0, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(0, 0, X)
(1, 1, O)
(1, 2, X)
(2, 2, O)
(0, 2, X)
(0, 1, O)
(2, 1, X)
(2, 0, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 1, X)
(0, 2, O)
(1, 2, X)
(1, 0, O)
(0, 0, X)
(2, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(0, 2, X)
(1, 2, O)
(0, 1, X)
(2, 0, O)
(2, 2, X)
(2, 1, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 0, X)
(0, 1, O)
(2, 2, X)
(2, 1, O)
(1, 1, X)
(0, 0, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(2, 1, X)
(1, 1, O)
(0, 0, X)
(1, 2, O)
(1, 0, X)
(2, 0, O)
(0, 2, X)
(2, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(1, 0, X)
(2, 0, O)
(1, 1, X)
(1, 2, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 1, X)
(1, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(0, 2, X)
(2, 2, O)
(0, 0, X)
(0, 1, O)
(2, 0, X)
(1, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(0, 2, X)
(2, 2, O)
(1, 2, X)
(1, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 0, X)
(0, 0, O)
(1, 1, X)
(1, 2, O)
(0, 2, X)
(2, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(2, 2, X)
(1, 1, O)
(2, 1, X)
(2, 0, O)
(0, 2, X)
(1, 2, O)
(1, 0, X)
(0, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 2, X)
(0, 2, O)
(0, 1, X)
(2, 1, O)
(2, 2, X)
(1, 0, O)
(2, 0, X)
(1, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 2, X)
(2, 1, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 0, X)
(0, 0, O)
(2, 0, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 0, X)
(1, 1, O)
(0, 1, X)
(1, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 0, X)
(1, 1, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(2, 2, X)
(2, 0, O)
(1, 0, X)
(2, 1, O)
(1, 2, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 2, X)
(1, 1, O)
(2, 1, X)
(2, 2, O)
(0, 0, X)
(1, 0, O)
(2, 0, X)
(0, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(2, 1, X)
(2, 0, O)
(1, 0, X)
(1, 1, O)
(0, 2, X)
(0, 1, O)
(2, 2, X)
(0, 0, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(0, 1, X)
(1, 1, O)
(2, 2, X)
(2, 1, O)
(2, 0, X)
(0, 2, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(2, 2, X)
(1, 2, O)
(2, 1, X)
(2, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(2, 2, X)
(1, 2, O)
(0, 2, X)
(0, 1, O)
(2, 1, X)
(1, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(1, 1, X)
(2, 0, O)
(0, 2, X)
(1, 0, O)
(0, 0, X)
(2, 2, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(2, 2, X)
(1, 2, O)
(0, 1, X)
(2, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(2, 0, X)
(2, 1, O)
(1, 1, X)
(0, 2, O)
(1, 0, X)
(0, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(2, 1, X)
(1, 2, O)
(0, 2, X)
(2, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(1, 1, X)
(2, 2, O)
(2, 0, X)
(0, 2, O)
(1, 2, X)
(0, 1, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(0, 2, X)
(1, 2, O)
(0, 0, X)
(0, 1, O)
(2, 2, X)
(1, 1, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(1, 1, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(1, 0, X)
(0, 2, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(0, 1, X)
(1, 1, O)
(2, 0, X)
(2, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(0, 2, X)
(2, 0, O)
(1, 2, X)
(2, 2, O)
(1, 1, X)
(1, 0, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(1, 0, X)
(2, 1, O)
(2, 0, X)
(1, 2, O)
(0, 2, X)
(1, 1, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(2, 0, X)
(1, 1, O)
(0, 0, X)
(1, 0, O)
(0, 1, X)
(0, 2, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(0, 2, X)
(2, 0, O)
(2, 2, X)
(2, 1, O)
(0, 0, X)
(0, 1, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 2, X)
(1, 1, O)
(0, 0, X)
(2, 1, O)
(0, 1, X)
(0, 2, O)
(2, 0, X)
(1, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 0, X)
(0, 1, O)
(0, 0, X)
(2, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(2, 0, X)
(0, 1, O)
(1, 0, X)
(2, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(0, 2, X)
(1, 1, O)
(0, 0, X)
(1, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(0, 2, X)
(0, 0, O)
(1, 1, X)
(2, 0, O)
(2, 1, X)
(0, 1, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(1, 1, X)
(1, 2, O)
(0, 2, X)
(0, 1, O)
(2, 1, X)
(0, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(0, 0, X)
(0, 1, O)
(1, 2, X)
(1, 0, O)
(1, 1, X)
(2, 0, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(2, 2, X)
(2, 0, O)
(1, 0, X)
(0, 2, O)
(1, 1, X)
(2, 1, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 0, X)
(2, 2, O)
(2, 0, X)
(0, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 0, X)
(0, 0, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(0, 0, X)
(1, 2, O)
(0, 2, X)
(0, 1, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(2, 0, X)
(0, 0, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(2, 1, X)
(2, 0, O)
(1, 0, X)
(0, 1, O)
(0, 0, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(0, 1, X)
(2, 2, O)
(0, 2, X)
(0, 0, O)
(1, 1, X)
(2, 0, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(0, 0, X)
(2, 0, O)
(0, 1, X)
(1, 0, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 2, X)
(1, 0, O)
(0, 0, X)
(2, 2, O)
(2, 1, X)
(0, 1, O)
(2, 0, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(0, 1, X)
(0, 2, O)
(1, 1, X)
(2, 1, O)
(1, 2, X)
(0, 0, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(2, 1, X)
(0, 1, O)
(0, 0, X)
(0, 2, O)
(1, 1, X)
(1, 2, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(2, 1, X)
(1, 1, O)
(0, 0, X)
(0, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 1, X)
(2, 0, O)
(2, 1, X)
(0, 1, O)
(1, 2, X)
(1, 0, O)
(0, 0, X)
(0, 2, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(1, 1, O)
(0, 2, X)
(2, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 1, X)
(1, 2, O)
(2, 1, X)
(0, 1, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(0, 2, X)
(2, 0, O)
(0, 0, X)
(0, 1, O)
(2, 2, X)
(1, 1, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(2, 0, X)
(1, 1, O)
(1, 2, X)
(1, 0, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(0, 0, X)
(0, 1, O)
(1, 0, X)
(1, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(0, 1, X)
(0, 2, O)
(1, 2, X)
(1, 0, O)
(2, 0, X)
(2, 2, O)
(2, 1, X)
(0, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(2, 0, X)
(1, 2, O)
(1, 1, X)
(0, 2, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(1, 2, X)
(1, 0, O)
(0, 0, X)
(1, 1, O)
(2, 0, X)
(0, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(1, 1, X)
(1, 0, O)
(0, 2, X)
(2, 0, O)
(0, 0, X)
(1, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(2, 2, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(2, 0, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 2, X)
(1, 0, O)
(2, 0, X)
(0, 2, O)
(1, 1, X)
(2, 1, O)
(0, 1, X)
(0, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(2, 1, X)
(1, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 1, X)
(2, 0, O)
(1, 0, X)
(0, 2, O)
(1, 1, X)
(0, 0, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(1, 2, X)
(1, 0, O)
(0, 0, X)
(0, 2, O)
(2, 0, X)
(2, 1, O)
(2, 2, X)
(0, 1, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 2, X)
(1, 0, O)
(0, 2, X)
(2, 2, O)
(2, 0, X)
(1, 1, O)
(0, 0, X)
(2, 1, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(0, 2, X)
(2, 0, O)
(0, 0, X)
(1, 1, O)
(2, 2, X)
(1, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(1, 1, X)
(1, 0, O)
(0, 0, X)
(0, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(0, 0, X)
(1, 1, O)
(2, 0, X)
(1, 0, O)
(0, 2, X)
(2, 1, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(1, 1, X)
(0, 1, O)
(0, 0, X)
(0, 2, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(0, 0, X)
(2, 0, O)
(0, 2, X)
(1, 1, O)
(2, 2, X)
(1, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(2, 2, X)
(1, 2, O)
(0, 2, X)
(1, 1, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 1, X)
(2, 2, O)
(2, 1, X)
(0, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(1, 1, X)
(0, 0, O)
(2, 2, X)
(0, 2, O)
(0, 1, X)
(2, 1, O)
(1, 2, X)
(2, 0, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(2, 1, X)
(2, 0, O)
(0, 0, X)
(0, 1, O)
(0, 2, X)
(2, 2, O)
(1, 0, X)
(1, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(1, 1, X)
(2, 0, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(1, 2, X)
(0, 2, O)
(1, 1, X)
(1, 0, O)
(0, 0, X)
(2, 2, O)
(2, 0, X)
(0, 1, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(2, 2, X)
(1, 1, O)
(0, 1, X)
(1, 2, O)
(1, 0, X)
(2, 1, O)
(0, 0, X)
(2, 0, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(2, 1, X)
(1, 0, O)
(2, 0, X)
(0, 2, O)
(0, 0, X)
(0, 1, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(1, 1, X)
(2, 0, O)
(0, 2, X)
(2, 1, O)
(2, 2, X)
(0, 0, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 1, X)
(0, 0, O)
(1, 0, X)
(1, 2, O)
(2, 0, X)
(2, 2, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(0, 0, X)
(1, 1, O)
(0, 2, X)
(0, 1, O)
(2, 1, X)
(2, 0, O)
(1, 2, X)
(1, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 2, X)
(0, 2, O)
(0, 0, X)
(1, 0, O)
(2, 1, X)
(2, 0, O)
(1, 1, X)
(0, 1, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(2, 1, X)
(0, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(0, 0, X)
(1, 0, O)
(2, 1, X)
(1, 1, O)
(2, 0, X)
(0, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(1, 1, X)
(1, 2, O)
(2, 2, X)
(2, 0, O)
(0, 1, X)
(2, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 1, X)
(0, 0, O)
(2, 2, X)
(2, 1, O)
(0, 2, X)
(1, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(1, 1, X)
(1, 2, O)
(2, 0, X)
(2, 2, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 2, X)
(1, 1, O)
(2, 1, X)
(2, 2, O)
(0, 0, X)
(0, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(0, 1, X)
(1, 1, O)
(1, 0, X)
(0, 0, O)
(2, 2, X)
(2, 1, O)
(1, 2, X)
(0, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(0, 1, X)
(0, 2, O)
(2, 2, X)
(1, 1, O)
(2, 0, X)
(2, 1, O)
(1, 2, X)
(0, 0, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(1, 2, X)
(1, 0, O)
(2, 0, X)
(0, 0, O)
(1, 1, X)
(0, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(2, 0, X)
(1, 0, O)
(2, 1, X)
(2, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(1, 0, X)
(1, 1, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(0, 1, X)
(0, 2, O)
(2, 0, X)
(1, 2, O)
(2, 2, X)
(2, 1, O)
(0, 0, X)
(1, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(0, 0, X)
(2, 2, O)
(1, 2, X)
(2, 0, O)
(1, 0, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 2, X)
(1, 1, O)
(2, 1, X)
(1, 0, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(2, 2, X)
(1, 2, O)
(2, 0, X)
(1, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 2, X)
(0, 2, O)
(0, 0, X)
(1, 0, O)
(0, 1, X)
(2, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 2, X)
(1, 1, O)
(0, 1, X)
(2, 0, O)
(0, 2, X)
(1, 0, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(2, 2, X)
(0, 1, O)
(0, 2, X)
(1, 2, O)
(1, 1, X)
(2, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(0, 0, X)
(1, 1, O)
(2, 1, X)
(1, 0, O)
(2, 0, X)
(0, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(2, 1, X)
(0, 1, O)
(0, 2, X)
(2, 0, O)
(1, 0, X)
(1, 1, O)
(1, 2, X)
(0, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(0, 1, X)
(0, 2, O)
(2, 2, X)
(0, 0, O)
(2, 1, X)
(1, 1, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(0, 2, X)
(2, 2, O)
(0, 0, X)
(2, 1, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(0, 1, X)
(1, 1, O)
(1, 0, X)
(0, 2, O)
(2, 0, X)
(2, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(0, 0, X)
(1, 1, O)
(1, 2, X)
(2, 2, O)
(2, 1, X)
(0, 2, O)
(2, 0, X)
(0, 1, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(2, 1, X)
(1, 1, O)
(0, 2, X)
(1, 2, O)
(0, 1, X)
(2, 2, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(0, 1, X)
(0, 0, O)
(1, 1, X)
(2, 1, O)
(0, 2, X)
(2, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(0, 2, X)
(1, 2, O)
(2, 2, X)
(1, 1, O)
(0, 0, X)
(0, 1, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(0, 1, X)
(0, 2, O)
(1, 2, X)
(1, 0, O)
(0, 0, X)
(2, 1, O)
(2, 2, X)
(1, 1, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 0, X)
(0, 2, O)
(0, 0, X)
(2, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 0, X)
(0, 2, O)
(2, 2, X)
(2, 1, O)
(0, 0, X)
(1, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(0, 0, X)
(1, 1, O)
(2, 1, X)
(1, 2, O)
(1, 0, X)
(2, 0, O)
(0, 2, X)
(2, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(2, 1, X)
(1, 1, O)
(0, 2, X)
(0, 1, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 2, X)
(1, 0, O)
(0, 0, X)
(2, 2, O)
(0, 1, X)
(0, 2, O)
(2, 0, X)
(2, 1, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 1, X)
(1, 2, O)
(2, 1, X)
(0, 2, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(0, 2, X)
(1, 1, O)
(2, 0, X)
(0, 0, O)
(2, 2, X)
(1, 2, O)
ANSWER:
(2, 1, 'X')"
"MOVES:
(1, 2, X)
(0, 2, O)
(2, 0, X)
(1, 0, O)
(0, 1, X)
(1, 1, O)
ANSWER:
(0, 0, 'X')"
"MOVES:
(2, 1, X)
(2, 2, O)
(0, 0, X)
(0, 1, O)
(0, 2, X)
(2, 0, O)
(1, 1, X)
(1, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 2, X)
(0, 0, O)
(2, 0, X)
(0, 2, O)
(2, 2, X)
(1, 0, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 1, X)
(1, 2, O)
(2, 1, X)
(0, 1, O)
(2, 2, X)
(0, 0, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(0, 2, X)
(0, 1, O)
(1, 2, X)
(2, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(0, 0, X)
(2, 1, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(2, 2, X)
(1, 2, O)
(0, 2, X)
(2, 0, O)
(1, 1, X)
(2, 1, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 1, X)
(0, 0, O)
(1, 2, X)
(2, 2, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 1, X)
(0, 2, O)
(2, 0, X)
(2, 1, O)
(0, 0, X)
(0, 1, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 1, X)
(0, 2, O)
(2, 2, X)
(0, 0, O)
(0, 1, X)
(2, 1, O)
(1, 0, X)
(2, 0, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(1, 2, X)
(2, 2, O)
(1, 1, X)
(1, 0, O)
(0, 0, X)
(0, 1, O)
(2, 1, X)
(2, 0, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 2, X)
(1, 1, O)
(0, 1, X)
(0, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(1, 2, O)
(2, 2, X)
(2, 0, O)
(0, 2, X)
(0, 0, O)
(1, 1, X)
(2, 1, O)
ANSWER:
(0, 1, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(1, 0, X)
(2, 1, O)
(1, 1, X)
(2, 0, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(1, 2, X)
(0, 2, O)
(2, 0, X)
(0, 1, O)
(0, 0, X)
(1, 1, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(1, 0, X)
(2, 0, O)
(2, 1, X)
(0, 1, O)
(0, 2, X)
(0, 0, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(1, 2, X)
(2, 0, O)
(2, 2, X)
(0, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(1, 0, X)
(0, 1, O)
(1, 1, X)
(0, 2, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(2, 1, X)
(1, 1, O)
(0, 0, X)
(2, 0, O)
(0, 2, X)
(0, 1, O)
ANSWER:
(1, 0, 'X')"
"MOVES:
(0, 1, X)
(0, 0, O)
(2, 0, X)
(2, 1, O)
(1, 2, X)
(0, 2, O)
(1, 0, X)
(1, 1, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(0, 1, X)
(2, 1, O)
(1, 0, X)
(0, 0, O)
(1, 2, X)
(2, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(2, 0, X)
(2, 1, O)
(1, 0, X)
(0, 0, O)
(1, 1, X)
(0, 1, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(2, 2, X)
(1, 1, O)
(2, 0, X)
(2, 1, O)
(0, 1, X)
(0, 2, O)
(1, 0, X)
(0, 0, O)
ANSWER:
(1, 2, 'X')"
"MOVES:
(1, 2, X)
(0, 2, O)
(0, 1, X)
(2, 1, O)
(2, 0, X)
(1, 0, O)
(0, 0, X)
(2, 2, O)
ANSWER:
(1, 1, 'X')"
"MOVES:
(0, 0, X)
(1, 1, O)
(1, 0, X)
(0, 2, O)
ANSWER:
(2, 0, 'X')"
"MOVES:
(2, 2, X)
(1, 1, O)
(1, 0, X)
(0, 0, O)
(0, 1, X)
(2, 0, O)
ANSWER:
(0, 2, 'X')"
"MOVES:
(1, 2, X)
(0, 0, O)
(0, 2, X)
(1, 0, O)
ANSWER:
(2, 2, 'X')"
"MOVES:
(1, 0, X)
(0, 0, O)
(2, 2, X)
(1, 2, O)
